review_id,review_text,sentiment_hint
1914,Sound crackles at high volume.,Positive
1915,Build quality feels premium and sturdy. The display is bright and vibrant. Sound crackles at high volume.,Neutral
1916,Battery heats up during gaming sessions. Smooth display experience because of high refresh rate. Phone design is sleek and comfortable to hold.,Negative
1917,Audio output is weak and lacks bass. Multitasking works flawlessly. Battery drains faster than expected.,Negative
1918,The back panel attracts fingerprints easily. Colors on the screen look washed out.,Positive
1919,The back panel attracts fingerprints easily. Battery drains faster than expected.,Negative
1920,Call quality is excellent.,Positive
1921,Feels slightly bulky in hand. Performance is super smooth with no lag.,Negative
1922,Performance is super smooth with no lag. Camera tends to overexpose images sometimes.,Positive
1923,Gaming performance is average.,Negative
1924,Performance is super smooth with no lag. Battery heats up during gaming sessions.,Neutral
1925,Colors on the screen look washed out.,Negative
1926,Colors on the screen look washed out. Camera tends to overexpose images sometimes.,Neutral
1927,Call quality is excellent. Battery backup is solid and lasts all day.,Neutral
1928,"Camera quality is mediocre, especially indoors. Colors on the screen look washed out.",Neutral
1929,Battery drains faster than expected.,Neutral
1930,Performance is super smooth with no lag. Phone design is sleek and comfortable to hold.,Neutral
1931,Smooth display experience because of high refresh rate. Speakers are loud and clear. Camera tends to overexpose images sometimes.,Neutral
1932,Charging is slow compared to competitors.,Positive
1933,Battery backup is solid and lasts all day. Night mode camera shots look impressive.,Negative
1934,Night mode camera shots look impressive.,Negative
1935,Sound crackles at high volume.,Negative
1936,"Camera quality is mediocre, especially indoors.",Neutral
1937,The back panel attracts fingerprints easily.,Negative
1938,"Sound crackles at high volume. Camera quality is mediocre, especially indoors. Battery backup is solid and lasts all day.",Negative
1939,Gaming performance is average. Colors on the screen look washed out.,Neutral
1940,Camera tends to overexpose images sometimes. Display feels dim under sunlight.,Negative
1941,Night mode camera shots look impressive. Build quality feels premium and sturdy.,Neutral
1942,Multitasking works flawlessly. Display feels dim under sunlight.,Negative
1943,Build quality feels premium and sturdy. Battery drains faster than expected. Sound crackles at high volume.,Positive
1944,The display is bright and vibrant. Speakers are loud and clear.,Neutral
1945,Smooth display experience because of high refresh rate. Phone design is sleek and comfortable to hold. Audio output is weak and lacks bass.,Neutral
1946,Charging is slow compared to competitors. Audio output is weak and lacks bass.,Negative
1947,Battery drains faster than expected. Camera tends to overexpose images sometimes. The back panel attracts fingerprints easily.,Negative
1948,Battery backup is solid and lasts all day. Colors on the screen look washed out.,Positive
1949,Colors on the screen look washed out. Audio output is weak and lacks bass.,Positive
1950,Call quality is excellent. Battery drains faster than expected.,Positive
1951,Battery backup is solid and lasts all day. The back panel attracts fingerprints easily. Display feels dim under sunlight.,Negative
1952,"Camera quality is mediocre, especially indoors. Battery backup is solid and lasts all day. Speakers are loud and clear.",Neutral
1953,"Camera quality is mediocre, especially indoors. Phone lags when running heavy apps.",Neutral
1954,The display is bright and vibrant. Battery backup is solid and lasts all day.,Neutral
1955,The back panel attracts fingerprints easily. Smooth display experience because of high refresh rate. Battery heats up during gaming sessions.,Neutral
1956,Display feels dim under sunlight.,Positive
1957,The camera performs exceptionally well in daylight.,Negative
1958,Battery drains faster than expected.,Negative
1959,Battery heats up during gaming sessions. Camera tends to overexpose images sometimes. Phone lags when running heavy apps.,Negative
1960,Night mode camera shots look impressive. Call quality is excellent.,Neutral
1961,Battery backup is solid and lasts all day. Phone design is sleek and comfortable to hold.,Neutral
1962,Charging is slow compared to competitors. Audio output is weak and lacks bass.,Negative
1963,Phone lags when running heavy apps. Battery backup is solid and lasts all day.,Negative
1964,The display is bright and vibrant. Camera tends to overexpose images sometimes.,Positive
1965,Feels slightly bulky in hand. Battery drains faster than expected. Performance is super smooth with no lag.,Neutral
1966,Audio output is weak and lacks bass. Gaming performance is average. Colors on the screen look washed out.,Positive
1967,Sound crackles at high volume. Smooth display experience because of high refresh rate. Phone design is sleek and comfortable to hold.,Negative
1968,Feels slightly bulky in hand.,Neutral
1969,Phone lags when running heavy apps. Sound crackles at high volume. The back panel attracts fingerprints easily.,Negative
1970,Battery backup is solid and lasts all day. Speakers are loud and clear.,Positive
1971,"Camera quality is mediocre, especially indoors. Call quality is excellent. Battery drains faster than expected.",Negative
1972,Colors on the screen look washed out. Speakers are loud and clear.,Positive
1973,Audio output is weak and lacks bass.,Neutral
1974,Feels slightly bulky in hand.,Neutral
1975,Night mode camera shots look impressive. Performance is super smooth with no lag.,Negative
1976,Colors on the screen look washed out. Camera tends to overexpose images sometimes. Battery heats up during gaming sessions.,Neutral
1977,Colors on the screen look washed out.,Neutral
1978,Speakers are loud and clear. Feels slightly bulky in hand. Battery heats up during gaming sessions.,Negative
1979,Camera tends to overexpose images sometimes. Feels slightly bulky in hand.,Positive
1980,Multitasking works flawlessly. Battery backup is solid and lasts all day.,Positive
1981,Performance is super smooth with no lag. Battery backup is solid and lasts all day. Call quality is excellent.,Neutral
1982,Night mode camera shots look impressive. Colors on the screen look washed out.,Neutral
1983,Colors on the screen look washed out. Camera tends to overexpose images sometimes.,Positive
1984,Smooth display experience because of high refresh rate.,Negative
1985,Phone design is sleek and comfortable to hold. Call quality is excellent.,Negative
1986,"Camera quality is mediocre, especially indoors. Performance is super smooth with no lag. Phone design is sleek and comfortable to hold.",Negative
1987,The back panel attracts fingerprints easily. Colors on the screen look washed out.,Positive
1988,The camera performs exceptionally well in daylight. Smooth display experience because of high refresh rate.,Positive
1989,Performance is super smooth with no lag. The back panel attracts fingerprints easily.,Negative
1990,Charging is slow compared to competitors.,Neutral
1991,Feels slightly bulky in hand.,Positive
1992,Phone design is sleek and comfortable to hold. Audio output is weak and lacks bass. Charging is slow compared to competitors.,Neutral
1993,Performance is super smooth with no lag. Call quality is excellent. Battery heats up during gaming sessions.,Positive
1994,Audio output is weak and lacks bass. Phone design is sleek and comfortable to hold.,Negative
1995,Battery drains faster than expected. Display feels dim under sunlight.,Positive
1996,Phone design is sleek and comfortable to hold. Charging is slow compared to competitors.,Neutral
1997,Call quality is excellent. Battery heats up during gaming sessions. Multitasking works flawlessly.,Positive
1998,Smooth display experience because of high refresh rate.,Neutral
1999,Phone lags when running heavy apps. Build quality feels premium and sturdy. Charging is slow compared to competitors.,Positive
2000,Call quality is excellent.,Positive
